gene,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907,GSM1377908,GSM1377909,GSM1377910,GSM1377911,GSM1377912,GSM1377913,GSM1377914
ENSMUSG00000026085,0,0,3.90E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-06,0,0,0,0,0,0
ENSMUSG00000026087,26.223,43.9795,89.8405,43.8804,52.3242,29.8037,21.586,32.2243,23.6209,41.4477,42.8681,36.5967,29.9798,89.5666,100.108,6.86719,0.598398,96.1336,49.167,8.01048,59.4698,71.9841,12.6115,82.92,104.023,81.562,30.5612,52.2005,33.1286,96.2464,78.8171,83.3366,80.7522,76.2162,87.6345,69.0434,61.8526,90.2584,111.369,32.6187,74.5535,81.4523,107.338,125.063,64.6607,106.093,79.6449,139.083,92.805,137.883,148.578,140.782,136.408,4.49735,276.341,464.129
ENSMUSG00000026088,133.416,126.561,121.549,149.177,149.975,137.035,0.875973,153.009,137.637,1.68324,1.16286,7.15E-40,0,20.0423,3.40265,19.3043,2.26289,10.3738,10.6605,0.836765,0.231134,0,61.8954,107.564,0.631073,79.0283,3.4066,12.5532,31.7466,37.2685,73.1287,28.4744,45.1051,6.86543,5.32107,40.7924,39.0146,5.14513,31.7257,45.4267,3.06508,25.2818,68.697,32.5291,25.0308,94.9657,28.7327,45.4435,9.89548,100.273,55.619,36.5416,8.4384,722.577,0.647643,0
ENSMUSG00000026090,0,0.112936,0.127746,1.54649,1.02149,0,18.9599,0.149924,0,1.7943,0.734596,5.37655,0.889956,1.03601,0,0,0,0,0.355342,0,0,0,0,0,0,0,0.0574779,0,0,0.193366,0.072044,1.23157,0,0,0,0.412367,3.16033,3.99885,19.08,8.27483,0.187,4.12182,32.8585,3.56742,2.97463,0,12.0007,0,0.570556,0,5.89013,59.6645,9.62651,0,0,0
ENSMUSG00000026094,0,0,0,0,0,0,0,0,0,0.0925072,1.7058,5.35048,0.0602474,7.07711,0,0,0,0.0763169,0.410425,4.68369,0,17.6774,0,0,5.40318,0.0391558,0.300416,0,0,2.54751,0.0547909,0.955716,0.189844,1.57003,0.518061,5.31604,0.0536017,0.0670125,9.645,0.0583537,0,0.61993,0.113853,0,0,3.30376,0,0,0,0.056488,10.1237,28.7311,3.90593,0,0,0
ENSMUSG00000026095,14.6606,7.9848,17.1032,9.40193,0.296379,8.64202,30.9458,15.1167,9.24061,6.48948,36.665,23.5587,16.7057,22.5473,8.40128,18.9883,21.5875,22.7284,24.4541,14.9609,38.5747,23.6096,30.1153,75.3107,37.6412,26.9228,22.0822,0,18.1028,9.77818,31.4749,17.4585,26.0187,38.6945,41.4104,12.5625,24.7768,19.0937,37.7209,43.9914,33.0164,21.9285,17.9088,0,21.9471,15.855,21.959,4.62503,22.3017,30.7004,73.4489,155.002,60.5113,0.381556,0.75389,2.94E-75
ENSMUSG00000026096,87.5718,52.932,67.8097,64.7619,76.0324,80.8024,0.43999,67.0306,68.4898,27.3871,11.6377,14.0906,30.3639,33.2605,30.2149,0.806849,12.6969,15.8516,10.5818,32.9821,0,23.0811,47.1862,63.1031,51.1511,97.286,37.1964,50.6527,92.3603,49.3832,33.2443,42.4507,28.0378,46.4215,14.9309,13.9115,51.9517,30.4917,23.8125,0.557208,39.4057,38.3889,37.2106,30.4683,23.6537,16.7844,19.1296,52.1453,53.1676,92.1901,43.5921,101.711,37.6826,0.52594,0.31763,1.28315
ENSMUSG00000026097,33.8453,23.904,21.9977,29.8409,44.4226,52.0732,0,22.8019,16.9552,10.4846,6.2763,0,0,0,0,0,0,0,0,0,0,0,1.04701,0,0,0.850331,22.5059,0,35.1215,35.3995,31.3121,17.325,33.8718,0.20138,16.2882,22.7138,13.4318,0.949717,0,0,20.4843,7.8255,3.5359,16.2567,24.2746,31.7608,22.1165,0.173435,31.9184,7.74481,26.0826,0,13.3647,0.462296,0,0
ENSMUSG00000026098,135.759,86.7525,105.466,86.0018,113.164,96.3314,65.0062,89.8276,140.085,21.2611,16.152,5.35004,14.2994,12.2199,3.331,0,7.19392,0,0,2.40416,0,11.7633,0,0,0.106024,75.5903,10.4998,0.0351144,0.0643435,18.1402,16.1752,7.15914,44.4777,5.82899,1.08751,14.0937,18.5476,14.6181,0.978321,22.3744,0,13.9856,26.8464,0.0658352,0.0801129,0.248644,0.135565,0.0531787,19.9542,0,17.4081,0,8.78217,0,0,0
ENSMUSG00000026102,0,1.68376,0,3.17429,0,7.55531,0,0,0,0.627763,0,25.3197,20.5513,0,0,0,15.6325,0,0,0,0,0,0,0,0,0,0.339365,0,7.77436,0,0,0,0,0,0,0,0,0,0,0,31.3556,0,0,0,0.497944,0,0,0,0,0.496457,4.56049,0,0,0,265.565,0
ENSMUSG00000026103,0,2.05991,0.339977,1.28722,0.458339,0,1.56248,3.75576,0,26.2529,30.9733,18.4347,27.0296,25.6434,38.1547,0.952651,5.63842,33.5362,3.72445,3.35382,56.3772,30.9762,67.0069,0.689654,24.7317,0.670628,24.0039,57.3606,62.0067,2.69873,28.7643,4.67776,3.9906,0.968315,5.8201,0.086185,10.9156,0.499128,6.78884,0.0435165,4.52242,18.5633,39.763,1.96522,28.8512,0.0695875,9.32662,20.4213,2.02134,0.846178,22.4952,0,8.9369,2242.42,43.6988,3.50497
ENSMUSG00000026104,0.134717,0.142326,0,0.222866,0.363905,2.62233,8.25823,0.117011,0.775902,3.24907,0,0,0,0,0.030145,0,1.43189,0,0.0345154,2.96684,0.128835,0,0,0,0,0,1.43942,3.67052,0,0,0,0.0791959,0,0.0391501,4.38715,0.0423779,0.0358673,0,0,0,0,0,0.0447755,0,1.11862,0,0,0,0,0,1.31226,0,0,0,0,0
ENSMUSG00000026107,1.69069,2.48517,0.242383,3.08122,1.15719,3.78333,0,1.0327,1.47359,6.67402,13.9614,3.96868,15.229,6.71747,19.6515,1.17329,0,0.528484,6.39693,11.3343,0.0474419,8.21048,5.40438,0.213583,27.4204,37.0546,5.03346,0.974054,17.5728,64.238,40.9369,65.1727,42.8555,93.4818,49.1725,42.2056,87.9264,66.4874,59.3831,26.7907,52.8712,50.391,36.6857,34.8516,52.125,50.5926,44.0201,40.0361,78.2717,17.6797,19.6169,35.566,21.8599,0,2.0651,0
ENSMUSG00000026109,1.70977,2.09018,0.0328657,1.8174,9.65125,2.98673,7.34382,0.467483,4.1391,6.16358,1.69623,3.48924,0,0.0665161,0,0,0.0372798,0.864724,0,0,29.5417,0.423416,0,0,4.62112,0.0451121,0.889479,17.7263,0,0,0,0,0.127703,0,0,0,0.16253,0,8.83268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144123
ENSMUSG00000026110,17.7655,24.7905,5.01799,35.3106,11.9221,8.65289,38.0723,27.8173,20.016,49.2115,87.8059,30.3361,9.40915,57.346,62.5168,64.9925,64.0683,42.3738,43.2785,16.5606,70.2026,24.5955,48.6035,33.7409,18.0489,34.0753,24.7785,53.92,10.6363,27.7214,28.0238,1.22416,11.043,21.1412,12.2197,16.4121,26.2505,25.4646,11.3148,34.4684,47.064,4.55741,7.39331,5.79885,14.0967,2.70955,10.5263,8.19787,12.8529,6.31568,0.561232,10.4226,13.2474,0.323121,0.0981692,0
ENSMUSG00000026111,301.532,301.446,226.817,302.411,380.475,412.76,115.378,366.55,467.009,118.712,97.9925,56.0763,107.681,98.6937,104.8,101.565,103.864,90.6498,112.458,191.514,139.311,125.018,117.948,164.559,152.479,167.911,52.5275,139.677,201.851,87.5516,79.7119,84.1304,88.9074,58.5339,93.7248,46.4796,40.1841,62.5587,89.4832,45.5194,109.357,41.2334,63.8374,46.2651,90.0717,154.118,90.4699,148.039,91.5139,44.012,25.6147,123.133,36.8432,0,0,0.936045
ENSMUSG00000026112,6.72263,6.52649,1.35312,3.63281,1.32677,4.81094,0,3.43659,1.26662,1.20407,19.4758,0.928241,5.97018,1.03019,4.44717,0.0781914,0.126744,1.70178,14.0537,0.278702,1.68616,5.44123,3.70933,3.9342,9.98788,8.2845,1.26749,3.69287,9.48659,10.5632,3.78341,1.89091,14.0572,3.41196,19.4101,11.4263,23.322,5.13001,8.72315,26.4943,2.99989,2.81738,0.125971,2.88018,11.3562,7.80232,21.6884,4.86961,25.4602,32.0328,18.8469,38.5463,25.129,2.14974,0.445499,0.354588
ENSMUSG00000026113,7.18344,15.9497,7.62427,14.6828,12.163,10.2168,7.26091,11.3558,8.8796,23.1295,16.9026,15.4454,18.8017,11.6167,21.5438,24.2452,17.682,12.5187,19.7426,17.6327,11.6369,13.9354,11.4055,4.48496,10.1188,10.4973,11.3721,2.36266,8.79525,11.6015,2.78512,5.19588,4.60411,1.33724,1.74753,8.22643,5.19433,2.04375,8.92121,0.69258,0.552337,0.367938,6.29862,3.21371,2.34323,1.00508,4.71457,6.8198,0.221343,0.110194,2.52801,0.100423,2.75334,0.17786,0.169818,0.19735
ENSMUSG00000026114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695036,0,0,0,0,0,0.058907,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12904,4.50402,0,9.43958,0.55479,0,0
ENSMUSG00000026115,0,0,1.04512,0,0,0,0.141909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026116,4.95033,4.36722,2.9907,3.45926,5.9512,3.18908,9.39445,4.8357,6.60091,0.0764391,0.0525884,0,0.664496,0,3.17967,5.68672,7.5794,1.32495,10.2228,1.83933,0.0303147,3.5942,6.08669,0,0.0561642,6.399,0.191942,0,0.450673,0,0,0.646939,0,0.237023,0.311195,3.31008,1.85734,2.88665,1.04317,1.01945,1.19114,3.42317,7.82396,3.50331,6.05423,0.0389027,0.0585599,0,3.30253,0,12.488,0.250934,7.93904,0,0,0
ENSMUSG00000026117,0,4.96637,0,0,1.28004,0.538155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09171,0,0,0,0,0,0,0,0,28.3167,3.72417,17.4398,10.3005,3.24011,9.62046,0.207649,10.2918,0.50833,1.27498,32.3588,7.30997,0.10886,0.398613,0.110765,1.00241,0.389626,18.7093,0.582862,1.42591,29.4482,8.99964,74.1172,16.6885,1.65742,0.360795,0.300181
ENSMUSG00000026121,0,0.138165,0,0,1.33461,0,0,0,7.81478,0,0,0,0,4.72345,0.173635,0.478515,0,0,0.103624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25774,0,0,0,0,0.185618,0,0,0,0,0,0,0,0,0,0,0,0,0.65547,0,0,0,0,0
ENSMUSG00000026123,1.81401,3.7201,7.13893,8.0251,11.2044,14.2421,0.112224,6.87478,2.79037,1.12957,3.30433,2.33634,0.195891,5.9716,7.58602,0.525992,0.756919,4.54078,19.9067,1.19249,2.8963,24.5241,2.67932,2.52577,5.66289,2.68561,16.9891,0.158994,16.2738,6.65261,2.64981,14.4598,19.8369,5.69871,2.54298,2.01756,53.1815,10.229,83.711,6.52385,26.9532,1.17656,1.756,27.4977,1.21818,0.0758538,26.8022,1.34168,4.10122,11.3857,20.8972,70.2612,12.8995,7.34639,393.578,93.4354
ENSMUSG00000026124,0,0,0,1.83987,0,0,0,0.700506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026126,11.0681,10.5673,0.43198,2.84094,3.97765,1.37632,0.155399,7.09097,1.06494,1.00363,0,1.80925,4.10207,0.128646,1.73035,1.06934,0,1.5885,0,0.247179,0,3.23463,0.150279,1.80207,0,0,0.0959623,0.514506,9.57594,0,4.23002,0.616437,0,0.981553,0,0,0,0,0.16174,0,0,1.93475,3.71132,2.11052,3.46821,0,0.274817,0,0,0,5.64338,0,0.242134,0,0,0
ENSMUSG00000026127,155.608,192.703,161.575,168.899,184.887,185.583,0.904368,216.072,173.3,241.736,305.371,187.82,161.509,226.779,258.04,139.72,97.6109,286.74,254.205,173.721,232.954,239.489,275.64,335.945,306.654,136.968,118.624,209.316,379.931,296.544,209.706,167.281,236.431,276.858,238.407,297.233,254.251,252.403,265.578,272.391,364.796,237.716,215.297,243.766,250.743,258.53,201.482,286.743,220.289,31.5985,197.893,347.14,170.112,1626.6,611.877,8.90653
ENSMUSG00000026131,4.33345,2.21316,1.68539,1.38906,1.87683,1.7774,5.27979,3.74891,3.73829,1.14908,8.61174,1.74962,3.24488,2.4946,7.73097,3.99073,4.74864,7.62814,6.52929,6.17113,12.4507,7.59997,5.36566,2.01715,6.0533,3.97003,5.20097,3.45426,1.57998,0.189812,1.41188,0.99975,0.214495,3.2562,0.427483,0.305628,0.745422,3.11754,7.61301,2.69828,0.517247,1.03499,0.388335,2.0912,1.21273,2.00416,0.363912,0.0259975,0.232116,0.972694,11.0627,0.0215776,7.50802,0.107699,1.96135,0.030644
ENSMUSG00000026134,85.4526,84.4308,50.8247,53.0142,79.2249,81.2523,0.220392,87.3835,72.0923,18.2019,49.2905,39.1616,38.1594,38.6541,73.5652,0.190899,1.1619,31.4443,42.1359,32.364,25.0943,48.064,67.1472,70.6636,58.6189,116.373,48.1032,85.0953,42.7367,38.5305,30.0219,16.2412,23.8469,34.4576,11.8905,13.681,27.3927,1.51072,8.20295,43.07,21.2143,27.3836,17.1046,34.7615,2.33106,53.2356,32.9869,49.5775,28.3658,33.6084,53.7821,72.3739,25.1781,0,0.168208,0
ENSMUSG00000026135,3.57173,7.49838,8.66352,5.5168,3.48091,12.8598,1.30369,11.83,7.35204,10.1119,9.21451,5.92827,6.62261,10.0029,13.6248,6.18744,3.98772,9.64736,19.0866,2.31743,14.188,10.9136,15.2153,3.10379,0.286712,0.0569951,29.1134,13.3293,2.90785,7.75995,4.95498,7.71949,2.42544,7.71215,4.81457,18.6227,0.152009,20.4555,0.848544,2.05213,13.4139,6.14282,0.0493788,0.935126,0.202567,2.0616,14.2799,0.180562,18.1973,0.0333869,15.0433,0.109223,16.8277,0,0,0
ENSMUSG00000026141,1.68415,4.21935,0.883669,0.791924,6.29259,1.74749,0.477374,4.58346,1.441,0,1.16579,0.954219,0.0376036,0,0,1.78481,1.33139,0,0,0.223459,0,0,0,0,0.0323454,0.114568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54854,0,0,0,0,0,0
ENSMUSG00000026142,4.47308,3.83231,4.8638,2.25313,3.90766,5.45669,0,3.70348,1.6217,4.26145,1.404,17.3119,2.00603,3.90438,15.4002,8.73235,0,0,1.4103,1.80647,0.0932937,0.0315977,0.0862709,10.9196,9.77454,26.2772,0,12.1065,10.6144,2.66949,0,1.78152,0.112437,7.27458,0,0,0.141542,0,0,0.336394,0,0.0996475,0.0606399,9.21639,11.675,6.88605,0.269841,0,4.04039,1.90773,7.54581,0,6.42005,0,0,0
ENSMUSG00000026147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304256,0,0,0,0,0,0
ENSMUSG00000026149,0,0,0,0,0,0,0,0,0.859981,0,0,0,0,0,0,0,1.11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026150,95.2777,117.908,124.427,107.051,89.1041,80.0956,28.3286,93.7479,91.1999,19.676,5.80537,19.2992,2.90294,22.5126,22.8014,39.1032,52.1613,26.0942,39.7994,70.5215,151.323,32.3133,142.324,61.1072,116.613,100.372,35.905,5.12844,85.9008,48.4556,35.1346,15.3789,99.2852,33.0801,44.7322,28.4556,14.5761,66.4572,1.83963,1.59073,21.5063,11.9962,2.98765,14.2288,8.77966,23.4998,58.067,4.26666,44.59,71.2449,29.4946,117.678,51.2288,16.9338,17.4587,18.8032
ENSMUSG00000026153,3.88649,4.34106,1.2449,3.47059,4.0574,2.16765,16.3419,3.49527,3.67767,0.232704,0.437414,5.24112,7.03168,7.43883,7.25402,1.70731,7.05578,3.81951,6.02739,3.5246,5.09787,1.35409,11.2309,0.541075,8.4782,8.74425,5.53975,0.255458,9.71318,0,0.0309457,1.06766,2.15012,0.0657619,2.43352,0,2.4762,0.194095,0.703986,0.532128,0,0,0,0.746323,0,0.260978,0,0.357999,5.06423,0,0.765464,18.2142,0.160347,0,0,0
ENSMUSG00000026154,216.897,212.28,187.257,175.211,234.627,231.319,51.7109,137.914,263.029,16.9072,1.87349,1.45321,14.5655,31.6565,5.07349,2.27628,17.1439,31.1765,20.189,33.692,72.9026,0.283996,3.84276,1.35265,58.5716,2.95663,1.07541,0,2.55564,3.80306,35.0027,13.7819,24.5852,18.722,20.3107,4.73365,18.035,0,0,0,0,30.4252,62.6541,34.216,26.8886,35.9444,22.621,10.8998,60.8701,163.331,132.807,159.497,82.7544,31.8525,7.70812,19.2892
ENSMUSG00000026155,26.8199,35.0601,24.5336,27.3143,30.6387,13.4637,25.5838,34.7363,33.6704,37.1854,23.49,15.3137,24.5327,31.4218,7.43502,42.8993,10.0781,33.8035,20.4217,9.63578,117.674,59.4254,88.0873,1.03764,32.9251,7.43653,67.4823,49.0698,43.2214,18.4338,3.67097,25.0781,1.37452,0.678102,21.8241,0.192911,13.6987,2.93888,38.4989,9.13901,17.1791,0.743321,0.918406,0.0874361,25.2037,0.974467,0,0,11.5983,58.8087,45.1622,136.767,58.4273,0.403122,0,0
ENSMUSG00000026156,5.20E-23,6.6749,7.46E-88,0.485689,3.10E-11,0.200698,13.9698,4.39E-44,7.37E-15,1.61E-29,4.22E-25,0.0308733,1.51E-52,1.49E-44,0.0346374,0.0734791,0.0701107,5.75105,1.11741,2.72E-09,4.77018,0.0574393,1.12E-07,1.44E-35,1.66E-21,2.03E-08,0.0733664,0.0948926,0.0644183,0.0663636,2.56E-06,2.09E-62,1.58E-49,0,7.01E-38,6.61E-07,1.05E-92,1.05E-08,0.0590851,5.02E-54,5.29E-48,2.93E-09,0.0346263,1.36E-07,0.118757,3.87E-10,0,0,1.79E-07,0.038937,1.45152,0.313611,0.0976251,1.47E-06,0,0
ENSMUSG00000026158,2.15622,2.15701,0.775485,1.89769,3.87145,1.88188,8.99793,6.37928,2.79946,4.04262,8.69341,0.214117,1.10986,0.283577,8.41011,0.360016,0.6934,5.83668,6.39398,0.240599,0.0772674,3.35786,0.700642,0.174705,0.343468,0.0293543,1.53924,0.0469581,0,0,0.0403336,0,0.139869,0.384976,0,0.325501,0.0394055,7.08016,2.76962,2.80187,2.7953,0,0.0852103,0.0755509,2.47764,0.041175,0.809557,0,0,0.404402,3.32751,2.53734,1.10887,0.17535,0,0.10093
ENSMUSG00000026159,6.17503,8.41686,6.73504,10.9445,9.97297,1.36446,10.9553,4.48063,8.93864,14.8173,13.6264,2.37324,13.2418,8.28443,6.52324,13.4203,2.49936,13.7696,7.38874,11.2423,11.1474,3.20301,1.08987,0.242788,3.37411,37.4237,12.5006,0.179305,6.2342,3.29185,1.36582,4.30044,4.89171,0.145162,0.0821719,4.74512,3.06752,3.94392,1.43547,0.0763025,12.2731,0,0,0,0,10.9433,4.14633,9.54674,0.0680106,0,13.5815,73.0758,35.1618,0,2.62618,0
ENSMUSG00000026162,107.054,65.5925,89.948,58.782,71.3996,96.9261,29.7205,76.63,65.6875,25.3219,23.4154,8.13675,30.6899,1.54239,10.6974,37.1091,0.700878,19.1565,10.2243,14.2634,26.593,29.5505,85.8986,0.235096,0.197888,98.151,41.6638,81.0211,110.094,45.7076,14.2394,24.3723,39.0178,56.7177,37.4564,29.2185,43.4942,0.259486,34.6824,42.0575,0.682743,14.1654,26.288,28.8087,14.477,46.7007,33.1498,15.1202,25.7607,0,10.6797,0.401643,11.2445,0,0,0
ENSMUSG00000026163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371875,0.364191,0.0224647,0.079217,0,0,0,0,0,0,0,0,0.0195822,0,0,0,0,0,0,0,0,0
ENSMUSG00000026166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35811,0,0,0.677183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026170,10.0561,0,7.24171,0.918556,7.82369,0.78015,0,1.2126,2.02228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36229,0,0,0,0,0
ENSMUSG00000026171,36.7493,31.5146,41.7631,25.2225,39.8812,55.7154,0,32.3165,63.3907,0,4.25874,1.15499,0.722016,0.940196,23.9237,0,0.423808,0,16.0649,3.08741,0,17.3233,0,0.160946,24.9294,0,0,15.7674,0.216462,52.1038,44.8278,38.7509,34.4794,16.9741,38.0881,9.42686,17.4247,40.7403,0.16996,0,1.09069,0,0,6.09405,10.348,1.21652,1.12733,5.77192,20.9422,0,6.30336,0,14.3144,0,6.58177,0.761464
ENSMUSG00000026172,9.34212,4.17825,0,4.10505,3.72886,1.61143,10.4802,0.485567,0.491632,0.152221,25.8145,1.33353,0.190545,29.0492,11.5012,0,1.41318,17.328,29.9097,0.73956,3.01915,26.4622,0.252682,31.0921,3.75673,0.606697,4.71358,3.12575,34.7102,36.9465,28.0887,0.863691,23.1631,30.9837,2.2654,22.1683,37.6183,34.1635,8.80936,0.145135,6.42015,0,0.162243,10.6675,43.2692,56.7693,37.8004,34.0499,63.8273,0,13.389,0,32.7171,0,0,0
ENSMUSG00000026173,1.21E-29,0.148261,0.149525,0.347749,7.68E-23,1.66E-26,0,1.96E-12,9.88E-17,65.2368,49.0695,46.9025,62.4696,52.8941,24.4404,10.8873,25.4866,32.9411,17.1163,52.5414,22.6573,47.6552,37.183,37.2164,18.7802,23.8268,35.9085,53.0526,58.3177,34.8384,20.068,29.4852,21.2821,30.9396,41.3307,38.1605,20.5717,14.2908,65.5289,52.5029,29.0336,55.6906,37.1178,44.9378,49.4074,23.7268,64.4318,56.7517,38.9453,0,4.2369,0,0.281123,0,0,0
ENSMUSG00000026174,32.6708,42.0733,24.7805,38.6745,41.4408,36.7277,8.98644,49.6845,31.3669,62.0426,67.1637,43.9863,30.3258,47.8694,59.6407,52.7261,33.7777,67.0758,82.5717,38.1017,34.1597,50.1131,13.2055,57.5972,34.3023,61.2489,42.6594,51.2611,41.2576,76.8842,27.1434,39.8074,65.0333,73.6063,39.0659,72.8571,46.8071,52.1676,53.0672,98.5098,91.8817,41.7099,41.0646,23.9196,42.0328,65.275,45.8952,36.6202,55.0081,15.431,68.7735,116.893,68.1831,255.968,0.0931189,0
ENSMUSG00000026175,74.1358,79.3966,95.42,98.0654,73.6114,122.627,36.0123,57.553,51.8563,28.5549,14.9754,7.1856,9.10995,9.45852,60.1505,24.5942,8.81158,2.30602,14.4235,36.9196,57.1302,28.6871,19.352,34.0537,16.4991,0,6.18143,2.7105,18.3365,8.68862,0.725207,0.287535,6.03717,1.04313,0.821568,11.5388,3.27374,9.23992,0,0,0.0678541,2.1487,0.0776429,4.62554,3.53232,11.2372,3.42129,0,5.44687,0,1.90797,0,0,0,0,0
ENSMUSG00000026176,3.53058,2.43757,1.85013,5.04332,2.04518,2.76503,0,1.75285,1.07398,0.606315,3.30742,4.53905,2.15124,3.17686,2.60825,0.353076,10.4631,2.74994,4.46965,0.730913,0.549727,0.048483,0.639647,1.5272,10.8675,17.2282,0.472993,0.0515454,8.56633,0,0,0,0,1.22149,0.396736,0.0722188,0.309168,0,0,0,0,0,0,0.0734747,0,0,0,0,0,0,2.97796,0.0700264,1.39055,0,0,0
ENSMUSG00000026177,0,0,0,0,0,0,0,0,0,5.13127,24.9501,0.0547776,0.203203,0,0,0,0.0787764,0,0,7.90279,0.822381,0,0,0,0,0,0.0608727,0,0,16.5825,0.560078,0,0.185288,0.256935,10.0088,0.185492,0.157216,0.110565,27.2771,0.885124,0,0,0.555926,15.7382,0.0857544,0,0,0.287531,0,0.106689,0,0,0,0,0,0
ENSMUSG00000026179,111.551,106.822,114.623,103.589,107.552,92.2615,88.9138,133.212,116.891,21.6387,48.4908,17.7245,24.5357,21.8866,25.2058,34.6191,30.103,26.6183,17.2703,56.5326,71.6898,21.2064,67.9145,40.7457,37.5793,98.494,31.4616,39.0318,53.7852,24.4122,37.71,15.7344,27.5389,15.561,56.7419,52.6754,19.3757,5.21514,62.566,21.8786,48.966,54.4967,37.3728,30.162,10.6713,61.5,50.0615,78.7996,32.4859,94.1946,70.4295,130.086,71.1832,5.90545,1.2462,2.40249
ENSMUSG00000026180,0,0.0730691,0,0,0,0,0,0,0,0.182403,0.173556,0.334554,0.308476,0.507982,0.321142,0.216511,0.173674,0,0,0,0.0507505,0,0,0.111727,0,0.115809,0,0,0,0.545985,0.563223,0.305589,0.45581,0.537667,0.473839,1.10639,0.602844,0.728371,0.708889,0.256805,0.362087,0.736653,1.03436,0.532793,0,0.3337,0.151538,0.173135,0.346085,0,0.0921425,0.0510006,0,0,0,0
ENSMUSG00000026181,1.08632,1.21764,0,0,0.0619634,0.181495,0,1.19514,0,23.1815,0,0,0,20.9907,0,0.411492,1.89838,0.709288,0.0356199,0.060562,0,0.024466,0,14.915,0,0.0876522,0,0.210279,0,18.1235,3.94464,3.78852,4.35909,0.905907,1.08971,20.0539,0.826234,0,0,0.0796351,0,0.146007,1.2037,0,3.81546,0,0,0,0,0,6.53229,11.014,6.90556,0,0,0
ENSMUSG00000026185,2.25493,2.75397,1.73804,2.43805,0,0.231953,1.15146,1.56266,0.750648,0,0,0,0,0,0,0,0.137128,0,0.513343,0,0,0,0,0,0,0,0.0292069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12449
ENSMUSG00000026187,45.8971,23.7609,23.4913,35.4632,21.3951,41.1768,0,28.8478,18.9475,1.23647,0.0708866,5.62727,3.72085,5.19452,4.74986,0,0.0723106,10.7522,0.947995,7.20779,0,6.48216,22.9975,0,33.8502,0,27.5364,0,0.114351,0,0,0,3.59837,0,0,0.417308,0,15.016,0,0,0,0,0,2.28929,0,0.105384,9.1011,0,0,13.7787,44.2319,3.14299,21.6965,0,0.119612,4.68189
ENSMUSG00000026188,15.4986,46.915,70.7241,13.5423,34.8394,25.2135,0,31.393,27.4982,0.0596492,0,6.28521,1.46516,1.11537,0.180566,0.467574,10.0491,11.06,3.58266,6.79953,32.0277,18.7595,1.31674,0,0,0,10.5617,0.0381725,0.0724749,0.0779538,0.90459,0.0612786,0,0,0.41108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
